,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
68,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,58.68,19.82,2.55,6.50,13.25,18.68,12.31,32.67,48.07,16400000000.0,16400000000.0,17.64,2.23,2.50,11.94,2.50,2750000000.0,11.94,867600000.0,6.29,14.30,3.10,2040000000.0,15.14,1510000000.0,3.16,19.07,1180000000.0,1.10,0.58,77.20,7300000.0,6.80,5.40,8330000.0,N/A
69,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,45.87,12.85,1.90,3.01,15.03,15.81,7.23,21.70,34.85,31630000000.0,31630000000.0,15.78,1.20,2.23,10.90,2.23,4690000000.0,10.90,1890000000.0,5.15,65.50,4.00,697000000.0,1.71,4130000000.0,1.84,22.08,1940000000.0,0.88,0.20,92.10,1460000.0,1.00,0.40,1760000.0,N/A
70,N/A,N/A,phm,N/A,N/A,N/A,N/A,N/A,41.11,16.77,1.28,1.57,7.79,11.60,5.04,9.66,15.95,8180000000.0,8180000000.0,13.39,3.12,1.40,11.38,1.40,1380000000.0,11.38,451400000.0,1.22,26.50,1.30,1060000000.0,2.91,1950000000.0,3.16,12.98,192460000.0,1.78,10.21,83.00,13920000.0,2.50,3.80,14670000.0,N/A
71,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,114.47,21.33,5.87,4.55,27.74,36.93,6.99,23.18,27.07,1.2656e+11,1.2656e+11,14.96,1.48,6.15,13.17,6.15,15640000000.0,13.17,5710000000.0,7.41,51.30,11.30,27120000000.0,35.67,30340000000.0,5.53,34.86,8740000000.0,0.63,0.10,82.20,8600000.0,2.70,1.30,8850000.0,N/A
72,N/A,N/A,ppg,N/A,N/A,N/A,N/A,N/A,90.04,28.27,2.08,6.30,7.55,12.23,6.82,21.34,55.88,35360000000.0,35360000000.0,18.21,1.90,2.30,15.00,2.30,6570000000.0,15.00,1180000000.0,4.18,74.50,0.70,1180000000.0,4.32,4640000000.0,1.48,18.68,936000000.0,1.22,5.29,72.10,1.20,1.20,0.70,1000000.0,N/A
73,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,95.97,10.68,1.39,1.64,13.35,21.85,3.62,12.08,39.87,32390000000.0,32390000000.0,14.46,22.26,2.49,7.31,2.49,4670000000.0,7.31,1530000000.0,5.27,69.90,14.10,115000000.0,0.35,12570000000.0,0.83,33.99,3650000000.0,0.52,0.19,81.60,4920000.0,2.30,1.50,5110000.0,N/A
74,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,18.47,12.58,1.05,2.05,8.48,9.56,5.74,16.27,78.63,3.8369e+11,3.8369e+11,15.67,3.95,1.15,7.77,1.15,1.2727e+11,7.77,28360000000.0,6.67,45.70,36.90,5180000000.0,1.24,32770000000.000004,0.91,40.95,38010000000.0,1.11,0.12,51.40,34660000.0,3.40,0.80,33400000.0,N/A
75,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,0.42,21.00,2.02,10.40,9.84,14.46,16.74,53.13,49.03,57710000000.0,57710000000.0,19.04,2.15,1.87,11.79,1.87,9680000000.0,11.79,3040000000.0,4.71,2.90,5.10,4059999999.9999995,6.49,27220000.0,1.47,9.56,4190000000.0,1.13,0.32,83.30,12260000.0,6.30,2.00,13540000.0,N/A
76,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,204.25,19.75,0.32,6.34,1.70,3.08,7.04,36.13,219.64,46790000000.0,46790000000.0,17.08,1.87,0.43,8.71,0.43,22950000000.0,8.71,1830000000.0,3.70,23.60,0.30,252000000.0,0.52,11310000000.0,0.76,11.51,4220000000.0,0.97,6.11,83.50,11580000.0,2.70,2.40,10810000.0,N/A
77,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,95.86,16.43,1.47,4.02,9.09,15.43,9.30,24.59,35.42,8550000000.0,8550000000.0,14.23,2.13,1.77,9.93,1.77,1710000000.0,9.93,438770000.0,3.19,74.30,5.00,333780000.0,2.48,1690000000.0,2.06,13.11,562430000.0,1.77,0.31,93.00,5560000.0,3.70,4.70,5620000.0,N/A
78,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,63.37,14.49,0.48,3.03,3.32,5.49,8.25,20.72,150.34,2.7736e+11,2.7736e+11,14.40,3.48,0.57,7.73,0.57,1.2056e+11,7.73,15840000000.0,4.98,7.00,0.10,7760000000.0,2.41,50690000000.0,0.89,23.73,27070000000.0,0.76,51.24,30.40,20510000.0,2.70,1.30,20890000.0,N/A
79,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,28.81,114.92,9.63,6.34,8.40,13.72,3.46,5.51,8.72,39570000000.0,39570000000.0,25.86,3.44,9.10,42.99,9.10,3520000000.0,42.99,365200000.0,0.72,66.60,8.80,3410000000.0,6.84,1900000000.0,2.16,13.24,1320000000.0,1.31,5.31,86.60,5660000.0,2.70,1.20,4320000.0,N/A
80,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,34.50,25.95,0.83,3.20,3.31,6.22,7.58,12.60,124.57,1.3095e+11,1.3095e+11,18.00,1.38,0.92,12.08,0.92,25370000000.0,12.08,4710000000.0,4.08,8.10,11.10,1630000000.0,1.45,12760000000.0,1.30,32.82,7950000000.0,1.22,0.18,87.40,9100000.0,2.10,0.80,9130000.0,N/A
81,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,43.10,21.95,2.63,4.29,12.33,20.10,10.63,20.36,60.95,10120000000.0,10120000000.0,18.02,2.01,2.86,13.02,2.86,1730000000.0,13.02,436500000.0,7.39,15.20,5.70,114200000.0,1.97,943200000.0,2.54,37.37,387700000.0,1.10,0.75,85.70,3.60,3.60,1.60,1110000.0,N/A
82,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,69.05,22.59,0.78,3.16,3.56,5.84,5.00,14.27,64.54,41320000000.0,41320000000.0,12.91,1.48,0.97,12.21,0.97,6630000000.0,12.21,1520000000.0,2.26,102.70,2.80,186000000.0,0.28,7580000000.0,1.02,16.16,2150000000.0,1.68,0.28,77.80,5830000.0,1.80,0.90,5820000.0,N/A
83,N/A,N/A,tif,N/A,N/A,N/A,N/A,N/A,37.39,26.40,2.88,4.21,11.04,20.28,10.67,16.13,32.49,12310000000.0,12310000000.0,19.80,2.03,2.93,11.78,2.93,2540000000.0,11.78,463480000.0,3.57,16.50,4.90,715400000.0,5.54,1080000000.0,6.12,22.22,682120000.0,1.93,13.22,79.50,4380000.0,2.70,3.90,4870000.0,N/A
84,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,53.04,13.94,1.25,3.97,9.12,13.25,9.45,29.11,33.22,10250000000.0,10250000000.0,18.67,1.47,1.31,8.06,1.31,1940000000.0,8.06,712300000.0,3.01,9.20,7.10,695100000.0,3.01,1320000000.0,1.69,10.65,1020000000.0,1.10,0.37,94.10,11300000.0,3.90,6.10,10750000.0,N/A
85,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,49.68,19.59,2.64,2.60,15.07,15.83,5.87,15.30,30.78,11830000000.0,11830000000.0,14.34,1.45,2.35,11.01,2.35,2010000000.0,11.01,757700000.0,4.23,25.50,13.50,3950000000.0,24.94,2530000000.0,3.49,32.16,739330000.0,1.24,0.26,96.70,10050000.0,6.20,6.90,9960000.0,N/A
86,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,70.25,13.63,6.43,10.33,51.69,65.36,33.82,90.40,18.20,1.7391e+11,1.7391e+11,10.82,0.85,6.33,9.13,6.33,21100000000.0,9.13,14210000000.0,8.77,94.60,51.90,14510000000.0,9.88,12360000000.0,2.86,11.64,16950000000.0,0.87,0.59,94.30,43700000.0,3.60,3.00,60050000.0,N/A
87,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,45.93,15.45,1.62,1.58,10.62,13.89,3.57,7.75,38.14,96720000000.0,96720000000.0,24.01,150.34,2.05,6.17,2.05,21520000000.0,6.17,3910000000.0,4.02,87.20,50.40,2660000000.0,2.16,22510000000.0,1.13,39.46,12270000000.0,0.89,0.02,67.20,24720000.0,4.10,2.00,24580000.0,N/A
88,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,182.98,23.57,2.57,15.21,11.21,19.31,16.15,55.69,33.78,21560000000.0,21560000000.0,19.33,2.31,2.88,12.94,2.88,3340000000.0,12.94,839150000.0,3.76,3.10,3.50,405170000.0,1.85,2460000000.0,0.97,5.78,890870000.0,0.93,0.20,75.10,3490000.0,2.90,2.40,3390000.0,N/A
89,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,60.15,19.06,4.97,4.52,27.27,32.79,9.81,24.17,8.96,10240000000.0,10240000000.0,18.29,2.28,4.31,11.98,4.31,1670000000.0,11.98,648220000.0,2.35,13.70,8.20,3300000000.0,12.77,1570000000.0,4.09,10.11,790780000.0,1.54,0.21,92.60,9730000.0,3.20,3.80,9910000.0,N/A
90,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,158.31,9.65,1.47,1.41,15.35,27.26,4.74,14.25,20.33,41150000000.0,41150000000.0,13.11,15.22,3.06,8.03,3.06,7670000000.0,8.03,1900000000.0,3.08,104.70,165.10,1470000000.0,2.20,22220000000.0,0.79,21.02,3140000000.0,0.51,0.03,39.30,10570000.0,2.40,1.60,10350000.0,N/A
91,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,0.62,33.91,13.63,6.22,51.45,51.53,7.71,13.06,13.51,36000000000.0,36000000000.0,19.96,3.64,15.45,22.00,15.45,1580000000.0,22.00,946740000.0,5.47,24.00,8.60,152800000.0,0.88,58660000.0,0.55,29.54,1650000000.0,0.27,14.44,80.30,2360000.0,3.10,1.90,2610000.0,N/A
92,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,2.89,22.02,0.78,1.44,3.71,6.16,5.13,7.31,36.46,6430000000.0,6430000000.0,12.64,1.16,0.81,9.28,0.81,1230000000.0,9.28,296420000.0,1.35,1.70,7.10,135530000.0,0.64,124440000.0,2.12,20.29,560580000.0,1.17,1.08,91.90,4130000.0,1.70,2.00,3780000.0,N/A
93,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,61.12,23.88,2.57,3.37,11.02,15.92,5.98,13.36,20.17,8640000000.0,8640000000.0,18.89,1.70,3.04,14.94,3.04,1600000000.0,14.94,313940000.0,2.19,12.20,10.10,101090000.0,0.72,1330000000.0,1.81,15.53,561470000.0,1.19,12.27,79.80,5040000.0,6.10,4.60,4920000.0,N/A
94,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,134.54,15.20,1.02,1.23,6.86,16.32,2.76,8.10,67.92,26020000000.0,26020000000.0,13.40,4.19,2.13,6.75,2.13,4370000000.0,6.75,837600000.0,4.64,25.70,9.00,1180000000.0,6.58,14040000000.0,1.10,56.45,3730000000.0,0.29,0.40,87.90,4800000.0,3.90,2.70,3810000.0,N/A
95,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,33.05,13.34,0.30,2.45,2.24,3.67,6.69,17.52,114.78,10200000000.0,10200000000.0,12.13,1.11,0.25,4.78,0.25,9050000000.0,4.78,814000000.0,2.55,72.00,0.90,3740000000.0,10.60,1610000000.0,1.55,13.78,1620000000.0,3.29,18.23,77.20,35010000.0,6.50,13.40,30710000.0,N/A
96,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,056.69,19.99,1.51,20.72,7.72,15.91,5.58,83.77,30.93,3.0232e+11,3.0232e+11,11.96,2.09,2.36,8.22,2.36,77150000000.0,8.22,9900000000.0,2.38,6.90,3.80,4930000000.0,1.21,113690000000.0,0.80,2.29,33660000000.0,0.61,0.01,63.90,59910000.0,4.30,1.50,69970000.0,N/A
97,N/A,N/A,rrc,N/A,N/A,N/A,N/A,N/A,93.48,13.28,4.76,2.43,35.41,53.17,7.24,21.20,10.78,11650000000.0,11650000000.0,137.83,25.86,6.55,7.33,6.55,1440000000.0,7.33,618920000.0,3.74,14.90,43.80,0.00,0.00,3260000000.0,0.84,21.05,983550000.0,1.40,2.42,94.70,12190000.0,4.30,9.00,13100000.0,N/A
98,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,55.00,41.88,4.61,6.05,11.20,17.45,6.06,13.17,18.33,92010000000.0,92010000000.0,24.32,5.44,4.70,19.16,4.70,14680000000.0,19.16,2190000000.0,2.05,27.30,0.80,4139999999.9999995,3.89,8220000000.000001,1.41,14.02,4010000000.0,0.40,12.11,63.50,23670000.0,5.70,2.40,23910000.0,N/A
99,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,75.75,14.29,2.35,2.23,16.88,30.47,6.69,16.28,37.26,36980000000.0,36980000000.0,13.51,1.70,3.22,8.28,3.22,7420000000.0,8.28,1940000000.0,6.22,15.80,4.50,524000000.0,1.72,9210000000.0,1.01,39.88,2870000000.0,1.19,0.39,67.50,4900000.0,2.20,1.50,6930000.0,N/A
100,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,97.42,24.19,1.57,1.80,6.62,15.11,4.15,7.54,25.01,21600000000.0,21600000000.0,18.15,3.34,2.43,9.20,2.43,3160000000.0,9.20,587500000.0,1.65,30.10,4.40,134300000.0,0.38,7560000000.0,0.77,22.06,1630000000.0,0.62,27.80,70.90,7740000.0,4.60,3.20,7440000.0,N/A
101,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,206.43,18.17,0.97,1.98,5.41,9.06,3.04,11.71,52.72,7400000000.0,7400000000.0,14.24,1.27,1.97,16.16,1.97,1590000000.0,16.16,202740000.0,2.82,4.00,13.90,52160000.0,0.73,3780000000.0,4.33,25.60,314550000.0,1.36,27.30,82.90,8170000.0,11.40,16.10,8390000.0,N/A
102,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,187.41,15.00,0.97,1.80,6.56,10.55,2.49,12.39,19.77,15870000000.0,15870000000.0,16.83,9.56,1.87,8.39,1.87,2340000000.0,8.39,557000000.0,1.29,29.20,23.10,1180000000.0,2.74,8570000000.0,0.84,10.63,1680000000.0,0.52,0.62,79.00,11680000.0,3.10,2.90,10250000.0,N/A
103,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,72.05,28.52,11.39,2.33,40.31,41.17,3.01,8.62,14.18,28290000000.0,28290000000.0,20.29,4.00,15.21,23.21,15.21,1690000000.0,23.21,748150000.0,5.68,46.90,12.10,194930000.0,1.48,6560000000.0,0.51,68.82,902700000.0,0.04,0.43,98.80,2790000.0,4.00,2.50,3050000.0,N/A
104,N/A,N/A,twx,N/A,N/A,N/A,N/A,N/A,92.86,21.82,2.63,3.01,12.66,24.90,6.61,12.77,32.65,92780000000.0,92780000000.0,15.27,1.09,3.35,12.19,3.35,11480000000.0,12.19,3450000000.0,4.04,24.90,4.80,2260000000.0,2.74,22470000000.0,1.41,29.30,2890000000.0,1.12,0.08,89.00,11220000.0,3.50,1.40,11220000.0,N/A
105,N/A,N/A,adsk,N/A,N/A,N/A,N/A,N/A,33.60,168.39,4.73,5.45,2.83,3.93,1.34,3.22,11.30,11110000000.0,11110000000.0,48.33,2.41,4.33,44.73,4.33,2170000000.0,44.73,72600000.0,0.31,32.50,9.10,1830000000.0,8.04,747400000.0,1.84,9.77,575900000.0,1.73,0.31,90.40,4990000.0,1.80,2.20,3550000.0,N/A
106,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,201.94,14.48,1.96,4.12,13.74,20.73,8.00,27.84,28.83,17390000000.0,17390000000.0,12.73,1.17,2.82,11.89,2.82,2440000000.0,11.89,848550000.0,3.93,1.50,3.10,821390000.0,3.90,5930000000.0,1.88,13.94,1120000000.0,0.98,0.53,84.70,11600000.0,4.80,5.50,11040000.0,N/A
107,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,43.57,18.49,1.63,2.93,9.15,11.70,4.81,15.55,19.41,6650000000.0,6650000000.0,12.45,1.40,1.09,7.59,1.09,3830000000.0,7.59,559900000.0,1.75,31.50,6.60,5330000000.0,17.46,1490000000.0,2.50,11.15,1270000000.0,0.78,0.73,90.90,14170000.0,2.70,4.40,11730000.0,N/A
108,N/A,N/A,sndk,N/A,N/A,N/A,N/A,N/A,35.84,18.81,2.04,2.26,12.06,20.58,8.27,12.05,29.43,13380000000.0,13380000000.0,13.99,2.55,2.08,6.95,2.08,3070000000.0,6.95,777520000.0,3.30,85.50,11.90,2000000000.0,9.61,2089999999.9999998,1.70,28.08,1630000000.0,2.09,0.25,96.10,16930000.0,6.00,8.10,17220000.0,N/A
109,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,100.80,40.33,11.75,13.96,30.41,39.95,13.27,43.36,10.03,92480000000.0,92480000000.0,19.05,0.98,11.53,25.86,11.53,7280000000.0,25.86,2440000000.0,2.92,157.00,20.30,7310000000.0,9.22,6820000000.0,4.61,8.51,3110000000.0,1.91,0.24,82.10,14240000.0,3.00,1.80,16270000.0,N/A
110,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,49.31,37.52,2.74,2.97,7.34,10.39,3.63,8.14,19.83,6960000000.0,6960000000.0,18.92,2.25,3.11,20.00,3.11,1000000000.0,20.00,166530000.0,1.45,17.90,0.70,168920000.0,1.49,1020000000.0,1.86,18.20,251550000.0,0.01,0.97,95.20,4270000.0,4.70,4.40,5070000.0,N/A
111,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,239.43,19.86,1.80,9.29,9.22,14.59,9.56,47.73,26.31,18550000000.0,18550000000.0,19.22,9.25,2.25,12.30,2.25,2900000000.0,12.30,760000000.0,2.41,1.10,3.60,230000000.0,0.74,3800000000.0,0.82,5.14,1110000000.0,0.88,43.55,42.60,12580000.0,8.50,7.20,12440000.0,N/A
112,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,19.63,21.00,1.60,5.12,7.95,14.16,16.98,24.70,147.41,16590000000.0,16590000000.0,17.04,1.71,1.66,10.39,1.66,4310000000.0,10.39,787290000.0,11.45,2.60,2.30,243430000.0,3.64,630020000.0,2.27,46.82,948510000.0,1.06,13.42,73.60,8080000.0,17.40,13.20,7960000.0,N/A
113,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,116.93,27.66,2.34,2.26,8.45,18.82,3.09,8.01,19.95,23940000000.0,23940000000.0,24.60,5.11,3.80,13.59,3.80,4250000000.0,13.59,532700000.0,1.67,0.80,7.40,42000000.0,0.13,8730000000.0,0.82,20.56,1530000000.0,0.42,0.46,79.60,7800000.0,3.30,2.50,7120000.0,N/A
114,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,32.20,24.45,0.95,0.92,4.15,11.10,0.50,6.95,42.62,19500000000.0,19500000000.0,10.11,1.58,1.05,8.21,1.05,7810000000.0,8.21,1350000000.0,1.72,5.70,0.30,4290000000.0,10.22,6140000000.0,4.06,45.27,1980000000.0,1.26,3.57,91.70,6370000.0,2.60,1.50,7020000.0,N/A
115,N/A,N/A,zmh,N/A,N/A,N/A,N/A,N/A,137.65,28.97,4.15,2.93,14.54,31.06,6.79,10.53,27.46,19100000000.0,19100000000.0,16.41,3.47,4.11,10.61,4.11,3420000000.0,10.61,675700000.0,3.92,20.00,2.30,9280000000.0,54.47,9060000000.0,13.12,38.62,955500000.0,1.27,0.19,85.30,4130000.0,3.10,2.50,4740000.0,N/A
116,N/A,N/A,trip,N/A,N/A,N/A,N/A,N/A,27.99,58.83,9.53,10.73,16.64,25.45,11.39,20.82,9.29,12730000000.0,12730000000.0,30.95,1.66,9.59,34.13,9.59,1210000000.0,34.13,221000000.0,1.51,7.40,29.20,623000000.0,4.34,330000000.0,1.98,8.22,377000000.0,3.10,14.55,93.40,11850000.0,5.90,11.90,11400000.0,N/A
117,N/A,N/A,twc,N/A,N/A,N/A,N/A,N/A,286.56,25.43,2.18,6.15,8.74,20.84,6.15,26.37,82.10,73080000000.0,73080000000.0,20.95,3.01,3.18,9.22,3.18,15990000000.0,9.22,1990000000.0,7.06,4.40,3.50,547000000.0,1.94,23340000000.0,0.48,28.82,6460000000.0,0.95,0.10,88.00,6790000.0,1.40,2.40,6990000.0,N/A
118,N/A,N/A,swn,N/A,N/A,N/A,N/A,N/A,73.26,10.79,2.31,1.27,20.94,35.41,7.11,14.88,10.79,14080000000.0,14080000000.0,22.64,4.66,3.65,5.92,3.65,3610000000.0,5.92,776000000.0,2.16,59.80,16.20,17000000.0,0.04,5170000000.0,0.94,18.47,2270000000.0,1.23,6.11,85.90,38350000.0,4.80,11.40,39830000.0,N/A
119,N/A,N/A,lyb,N/A,N/A,N/A,N/A,N/A,110.14,12.04,1.18,6.75,10.30,14.00,14.40,45.48,85.02,54350000000.0,54350000000.0,10.28,1.84,1.27,7.79,1.27,6670000000.0,7.79,4390000000.0,8.69,23.40,26.50,3110000000.0,6.57,8270000000.0,2.30,15.73,6720000000.0,0.68,17.60,77.50,8900000.0,2.70,2.30,8910000.0,N/A
120,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,41.59,26.86,2.47,1.52,9.25,25.20,4.32,5.41,20.50,10580000000.0,10580000000.0,13.69,1.82,3.06,10.50,3.06,1950000000.0,10.50,320000000.0,1.85,91.30,4.50,358000000.0,2.09,2310000000.0,1.07,32.82,735000000.0,0.97,18.65,79.70,4019999.9999999995,5.00,3.40,3630000.0,N/A
121,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,87.92,18.56,2.21,2.93,12.38,22.46,6.14,16.55,27.02,1.9513e+11,1.9513e+11,16.25,1.21,2.82,8.25,2.82,47860000000.0,8.25,8570000000.0,3.30,10.00,2.60,4099999999.9999995,1.63,47130000000.0,0.70,20.76,17700000000.0,0.96,0.14,86.80,29970000.0,1.90,1.40,38970000.0,N/A
122,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,829.23,26.27,3.53,130.57,13.71,24.45,18.86,188.71,18.66,65720000000.0,65720000000.0,21.04,2.88,3.86,14.28,3.86,10110000000.0,14.28,2330000000.0,2.53,39.70,5.90,1110000000.0,1.23,6130000000.0,1.09,0.51,3200000000.0,1.01,0.28,73.30,6460000.0,2.20,0.80,6980000.0,N/A
123,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,0.19,28.39,3.06,7.58,10.98,18.70,4.06,27.38,26.88,38080000000.0,38080000000.0,25.17,2.73,2.98,13.90,2.98,4990000000.0,13.90,1610000000.0,2.94,6.10,7.30,1840000000.0,3.91,9700000.0,1.07,10.99,2070000000.0,1.00,0.14,76.10,4370000.0,2.50,0.90,4740000.0,N/A
124,N/A,N/A,har,N/A,N/A,N/A,N/A,N/A,27.54,28.32,1.49,4.00,5.28,8.59,7.58,15.89,85.27,8920000000.0,8920000000.0,18.57,1.20,1.51,13.67,1.51,1460000000.0,13.67,312730000.0,4.45,4.20,4.30,646960000.0,9.09,596130000.0,1.64,31.04,571970000.0,0.17,7.33,90.90,2330000.0,1.50,3.40,2100000.0,N/A
125,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,99.52,15.53,1.32,1.32,8.64,17.30,3.26,8.74,43.52,29790000000.0,29790000000.0,14.52,6.14,2.34,9.04,2.34,5110000000.0,9.04,1100000000.0,3.74,2.50,4.60,117000000.0,0.40,12710000000.0,1.00,43.57,3170000000.0,0.22,0.26,50.10,13500000.0,6.10,4.60,19110000.0,N/A
126,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,146.78,25.16,3.78,6.05,15.25,23.61,7.47,22.79,10.54,1.9872e+11,1.9872e+11,18.78,4.14,4.31,15.44,4.31,28110000000.0,15.44,7040000000.0,1.59,3.80,1.30,20060000000.0,4.60,42680000000.0,1.23,6.61,11120000000.0,1.02,0.56,59.80,29180000.0,2.50,0.70,28830000.0,N/A
127,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,893.93,27.72,2.00,202.85,7.46,18.31,13.12,57.75,52.63,46830000000.0,46830000000.0,17.43,2.73,2.40,10.61,2.40,6680000000.0,10.61,1460000000.0,3.89,13.00,4.00,587000000.0,1.61,7800000000.0,0.87,0.53,2430000000.0,0.90,0.38,70.90,4370000.0,3.40,1.20,4640000.0,N/A
128,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,303.17,25.87,1.18,10.63,4.68,10.37,7.14,34.54,61.64,13250000000.0,13250000000.0,18.20,3.37,1.56,11.42,1.56,1670000000.0,11.42,397200000.0,2.81,77.90,4.20,228800000.0,1.66,3500000000.0,1.21,6.83,968200000.0,1.16,1.24,77.60,7320000.0,5.80,5.40,7670000.0,N/A
129,N/A,N/A,ace,N/A,N/A,N/A,N/A,N/A,27.11,12.42,1.74,1.12,14.61,18.49,2.29,9.48,57.55,39230000000.0,39230000000.0,10.90,1.73,2.05,10.72,2.05,5930000000.0,10.72,2800000000.0,8.33,7.20,0.30,3480000000.0,10.67,8050000000.000001,0.41,90.81,4320000000.0,1.15,0.65,92.30,2920000.0,2.40,0.90,3170000.0,N/A
130,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,113.61,18.19,2.20,2.29,12.29,23.22,4.55,12.97,20.80,15600000000.0,15600000000.0,16.16,2.80,3.33,10.31,3.33,1630000000.0,10.31,576500000.0,2.54,5.70,18.10,65200000.0,0.29,5160000000.0,0.85,20.00,1140000000.0,0.32,0.17,74.80,9380000.0,6.60,4.20,8820000.0,N/A
131,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,64.31,41.46,1.55,0.98,3.75,10.00,1.80,2.43,14.64,8780000000.0,8780000000.0,18.82,1.36,2.61,9.44,2.61,1500000000.0,9.44,126120000.0,0.54,31.90,14.20,5320000.0,0.02,3410000000.0,0.49,23.17,829050000.0,1.96,0.78,99.30,19660000.0,6.50,11.60,21540000.0,N/A
132,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,59.90,32.06,0.65,3.23,2.08,4.62,5.64,10.11,138.25,77840000000.0,77840000000.0,15.12,1.30,0.76,11.56,0.76,7930000000.0,11.56,2120000000.0,2.83,34.40,5.10,905800000.0,1.24,12350000000.0,0.62,28.25,4380000000.0,0.73,0.23,91.00,79630000.0,15.50,11.00,74370000.0,N/A
133,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,16.96,21.69,1.81,8.78,8.52,13.78,21.42,43.69,27.49,20400000000.0,20400000000.0,18.48,1.69,1.81,11.35,1.81,3100000000.0,11.35,963020000.0,2.32,15.70,9.60,761860000.0,1.85,395680000.0,1.36,5.67,1280000000.0,1.60,2.05,90.90,2760000.0,1.80,1.40,2870000.0,N/A
134,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,189.91,22.10,2.11,8.76,9.83,14.98,8.43,33.75,44.21,1.6189e+11,1.6189e+11,19.37,3.51,2.44,13.15,2.44,35800000000.0,13.15,6510000000.0,4.30,0.40,3.20,8500000000.0,5.76,30360000000.0,1.04,10.83,10600000000.0,0.82,0.09,70.70,8810000.0,2.20,0.60,9350000.0,N/A
